Date,open,high,low,close,volume,closeTime,quoteAssetVolume,numberOfTrades,takerBuyBaseVol,takerBuyQuoteVol,ignore,MACD,MACD_Signal
2020-10-15,10.00000000,430.00000000,10.00000000,62.54180000,1083589.84000000,2020-10-15 23:59:59.999,71986882.81039000,170124,530923.14000000,35391589.38389500,0,,
2020-10-16,62.59020000,75.87250000,38.83020000,44.34800000,1696876.76000000,2020-10-16 23:59:59.999,94610024.24673400,240258,806748.36000000,45227095.14552200,0,,
2020-10-17,44.35120000,50.62730000,40.33250000,42.24000000,672950.78000000,2020-10-17 23:59:59.999,30288097.44380300,107899,330452.82000000,14874965.90958600,0,,
2020-10-18,42.23640000,42.31360000,31.77220000,32.40490000,593629.16000000,2020-10-18 23:59:59.999,21712478.07431100,76375,309192.97000000,11299162.30820100,0,,
2020-10-19,32.35690000,35.00000000,29.93210000,33.97550000,814098.46000000,2020-10-19 23:59:59.999,25991803.42660300,83389,398467.17000000,12734604.97031300,0,,
2020-10-20,33.92030000,34.00000000,30.17830000,31.17500000,310168.39000000,2020-10-20 23:59:59.999,10001257.44452600,35304,146198.19000000,4712061.19763700,0,,
2020-10-21,31.12930000,31.88750000,26.50130000,26.50280000,455344.06000000,2020-10-21 23:59:59.999,13417064.61069000,49170,226917.15000000,6708966.84469000,0,,
2020-10-22,26.51970000,26.83620000,22.60000000,23.73900000,703079.84000000,2020-10-22 23:59:59.999,17508966.35580300,73427,375889.95000000,9377109.98414700,0,,
2020-10-23,23.70700000,25.70000000,20.60230000,23.87710000,832249.99000000,2020-10-23 23:59:59.999,19176249.76563800,78476,438090.45000000,10132358.41123500,0,,
2020-10-24,23.88060000,26.73460000,22.25700000,25.80760000,772683.60000000,2020-10-24 23:59:59.999,18735062.90944700,73888,402521.56000000,9769994.61670100,0,,
2020-10-25,25.76720000,39.77770000,25.33860000,38.66630000,1500278.48000000,2020-10-25 23:59:59.999,49366340.64633200,165546,766705.34000000,25164804.01783700,0,,
2020-10-26,38.78260000,40.89390000,31.97950000,33.78870000,1061248.86000000,2020-10-26 23:59:59.999,39141633.19381500,128602,528920.66000000,19479303.84317400,0,,
