Date,open,high,low,close,volume,closeTime,quoteAssetVolume,numberOfTrades,takerBuyBaseVol,takerBuyQuoteVol,ignore,MACD,MACD_Signal
2020-10-15,51.43000000,59.00000000,42.74700000,42.99900000,98648.87000000,2020-10-15 23:59:59.999,4650960.75441800,19170,51212.94500000,2418096.05925600,0,,
2020-10-16,43.01700000,43.80000000,39.09200000,39.46100000,90836.41200000,2020-10-16 23:59:59.999,3794719.23260200,14644,40523.13400000,1690831.61599800,0,,
2020-10-17,39.37100000,43.23500000,38.20600000,41.36500000,41971.14300000,2020-10-17 23:59:59.999,1722978.88680600,10050,21967.79000000,902329.18263400,0,,
2020-10-18,41.35900000,41.42500000,39.42800000,40.75000000,30917.95300000,2020-10-18 23:59:59.999,1244573.67270800,6070,14637.55900000,589618.30398400,0,,
2020-10-19,40.82000000,41.00000000,35.91200000,35.98000000,86475.93600000,2020-10-19 23:59:59.999,3302379.65073900,13310,31405.95300000,1205258.99241600,0,,
2020-10-20,36.00000000,36.40300000,32.00000000,32.16000000,202653.50400000,2020-10-20 23:59:59.999,6919378.57318600,32163,90475.50900000,3086026.26613600,0,,
2020-10-21,32.18600000,37.14500000,32.00000000,35.07300000,145648.76800000,2020-10-21 23:59:59.999,5081015.90755200,21362,74444.37000000,2597675.33306700,0,,
2020-10-22,35.03300000,40.37900000,33.26600000,37.83600000,154369.97800000,2020-10-22 23:59:59.999,5695875.05315900,24642,82375.76800000,3058996.05007500,0,,
2020-10-23,37.91100000,42.65800000,36.99800000,41.68100000,190627.95100000,2020-10-23 23:59:59.999,7641039.83095100,32341,98996.31500000,3975770.34531000,0,,
2020-10-24,41.68100000,42.63000000,38.50200000,39.43700000,102431.60800000,2020-10-24 23:59:59.999,4139709.31896400,17248,47966.20200000,1941352.23500200,0,,
2020-10-25,39.43800000,41.00000000,37.20000000,37.89500000,74622.93300000,2020-10-25 23:59:59.999,2922907.24968900,14200,33785.67000000,1327217.86110500,0,,
2020-10-26,37.89300000,39.19200000,34.85500000,35.95000000,95472.30900000,2020-10-26 23:59:59.999,3536029.83638300,17671,46402.34000000,1722973.96115100,0,,
2020-10-27,35.96800000,39.00100000,34.37300000,34.86900000,178571.48600000,2020-10-27 23:59:59.999,6514725.35383200,22827,103759.01100000,3785127.99960800,0,,
2020-10-28,34.93500000,35.67000000,32.00000000,32.42200000,144227.57400000,2020-10-28 23:59:59.999,4812189.67853600,17857,65290.72200000,2186780.82594200,0,,
2020-10-29,32.42700000,33.23000000,28.12400000,29.24400000,175965.90800000,2020-10-29 23:59:59.999,5337447.29123200,19201,70057.84300000,2121156.62132800,0,,
2020-10-30,29.17800000,32.00000000,27.73000000,31.08700000,180251.71900000,2020-10-30 23:59:59.999,5372756.17527700,20892,81791.54700000,2441715.95574300,0,,
