Date,open,high,low,close,volume,closeTime,quoteAssetVolume,numberOfTrades,takerBuyBaseVol,takerBuyQuoteVol,ignore,MACD,MACD_Signal
2020-09-22,0.85000000,7.00000000,0.85000000,5.31930000,31441883.16000000,2020-09-22 23:59:59.999,166715315.42381000,375884,15867808.70000000,84391801.59004700,0,,
2020-09-23,5.32790000,5.36000000,3.40000000,3.53500000,12620608.01000000,2020-09-23 23:59:59.999,53155220.86928200,168336,5975856.86000000,25177802.57964900,0,,
2020-09-24,3.53050000,4.88730000,3.40330000,4.64110000,7107843.86000000,2020-09-24 23:59:59.999,28912533.31870800,104806,3482423.44000000,14176364.44186700,0,,
2020-09-25,4.63660000,5.02340000,4.20010000,4.71340000,3886096.71000000,2020-09-25 23:59:59.999,17910676.09614700,78381,1939527.03000000,8959695.65147100,0,,
2020-09-26,4.71640000,4.82000000,4.32940000,4.52000000,1814932.97000000,2020-09-26 23:59:59.999,8304263.78359900,34016,916629.09000000,4197036.68376100,0,,
2020-09-27,4.52140000,4.71340000,4.10680000,4.64840000,1500134.56000000,2020-09-27 23:59:59.999,6626177.40545900,25867,756716.56000000,3345085.49682100,0,,
2020-09-28,4.64850000,4.70500000,4.16670000,4.20210000,1210446.38000000,2020-09-28 23:59:59.999,5281810.91244600,20903,587480.78000000,2564973.66828300,0,,
2020-09-29,4.19990000,4.28990000,3.96070000,4.13940000,1057878.53000000,2020-09-29 23:59:59.999,4361852.97110400,17711,513115.83000000,2114082.28380000,0,,
2020-09-30,4.14290000,4.41100000,3.99580000,4.32930000,915518.31000000,2020-09-30 23:59:59.999,3839122.43215200,18015,489319.81000000,2054104.35740000,0,,
2020-10-01,4.32930000,4.53000000,4.01400000,4.15000000,1477288.72000000,2020-10-01 23:59:59.999,6232982.47650600,20441,689276.49000000,2916374.98141500,0,,
2020-10-02,4.14220000,4.21980000,3.63320000,3.91150000,1847614.48000000,2020-10-02 23:59:59.999,7189956.87541700,23878,912029.39000000,3544016.21779400,0,,
2020-10-03,3.91560000,4.19000000,3.86960000,4.01680000,679798.03000000,2020-10-03 23:59:59.999,2729615.96465700,7459,338959.89000000,1363166.13737000,0,,
2020-10-04,4.02020000,4.07980000,3.83340000,3.96400000,630849.97000000,2020-10-04 23:59:59.999,2483672.14201200,8755,311192.36000000,1226312.27863700,0,,
2020-10-05,3.95820000,4.04560000,3.87000000,3.98130000,475912.76000000,2020-10-05 23:59:59.999,1883990.19066800,7561,249601.96000000,988636.79171300,0,,
2020-10-06,3.99490000,4.00000000,3.50000000,3.54240000,971155.87000000,2020-10-06 23:59:59.999,3553458.05934700,17876,429350.42000000,1574108.83831700,0,,
2020-10-07,3.54010000,3.54620000,3.20700000,3.44200000,988661.32000000,2020-10-07 23:59:59.999,3329160.07209500,16799,489077.28000000,1651793.22433300,0,,
2020-10-08,3.44090000,3.95990000,3.32280000,3.91470000,900977.83000000,2020-10-08 23:59:59.999,3300534.46696100,11436,437112.81000000,1592486.15398800,0,,
2020-10-09,3.91470000,4.32520000,3.80340000,4.24910000,573063.37000000,2020-10-09 23:59:59.999,2339370.56800600,10448,308475.19000000,1258499.54969000,0,,
2020-10-10,4.24270000,4.26930000,4.00010000,4.02300000,821315.35000000,2020-10-10 23:59:59.999,3382885.21893500,10467,353922.56000000,1456595.65033600,0,,
2020-10-11,4.02050000,4.17620000,3.93330000,4.09600000,542437.49000000,2020-10-11 23:59:59.999,2203938.04742900,7368,284784.79000000,1158515.92425200,0,,
2020-10-12,4.08410000,4.71000000,4.05400000,4.41000000,851811.15000000,2020-10-12 23:59:59.999,3741254.63913600,15031,457905.42000000,2011392.75231400,0,,
2020-10-13,4.40990000,4.56360000,4.32030000,4.48060000,776819.51000000,2020-10-13 23:59:59.999,3461676.16187700,12883,392990.66000000,1751173.75568000,0,,
2020-10-14,4.48080000,4.48480000,4.01250000,4.15960000,512479.12000000,2020-10-14 23:59:59.999,2172949.68079700,8005,242741.48000000,1029564.12030500,0,,
2020-10-15,4.15000000,4.23120000,3.99850000,4.12690000,306544.02000000,2020-10-15 23:59:59.999,1255397.29857300,6083,135597.25000000,555939.62322100,0,,
2020-10-16,4.12660000,4.15820000,3.87550000,4.04330000,538055.06000000,2020-10-16 23:59:59.999,2158279.79059500,9844,219794.51000000,880958.01537600,0,,
2020-10-17,4.04620000,4.21000000,3.96730000,4.19460000,258634.77000000,2020-10-17 23:59:59.999,1059554.14978100,6287,144269.74000000,591075.16364400,0,-0.1451339263756921,
2020-10-18,4.18740000,4.24610000,4.07010000,4.11950000,138296.50000000,2020-10-18 23:59:59.999,576945.33393700,2474,57258.65000000,238852.07990000,0,-0.13688183547076793,
2020-10-19,4.13710000,4.17480000,3.99260000,4.05000000,274925.09000000,2020-10-19 23:59:59.999,1117039.44878900,4916,119126.16000000,484915.08764900,0,-0.13440077467094635,
2020-10-20,4.05680000,4.09080000,3.69250000,3.80400000,589447.62000000,2020-10-20 23:59:59.999,2274226.08162400,12841,274259.79000000,1055477.92482900,0,-0.15054922248110447,
2020-10-21,3.80070000,4.10300000,3.79180000,3.95850000,319446.86000000,2020-10-21 23:59:59.999,1268228.48236600,7362,166462.22000000,660753.38687200,0,-0.14916069330124415,
2020-10-22,3.95740000,4.49040000,3.95110000,4.33850000,741499.28000000,2020-10-22 23:59:59.999,3221997.41567300,14349,359151.91000000,1559131.46961100,0,-0.11605958704008579,
2020-10-23,4.34060000,4.48720000,4.13540000,4.25680000,324892.94000000,2020-10-23 23:59:59.999,1398999.50802800,7122,164162.21000000,707551.23863300,0,-0.09532043441906346,
2020-10-24,4.25390000,4.36200000,4.14000000,4.18210000,218601.98000000,2020-10-24 23:59:59.999,933338.63013400,4589,96393.06000000,412546.94346700,0,-0.0839445121727449,
2020-10-25,4.18030000,4.25260000,4.10000000,4.14790000,209663.90000000,2020-10-25 23:59:59.999,877035.36595300,4185,100772.01000000,421594.68291500,0,-0.07680332508890331,-0.11210008607654715
2020-10-26,4.14090000,4.48970000,4.01410000,4.14800000,661155.33000000,2020-10-26 23:59:59.999,2796040.22995100,11278,328373.02000000,1392392.97553100,0,-0.07032514916750099,-0.10374509869473791
2020-10-27,4.14540000,4.35000000,4.03430000,4.12170000,292754.21000000,2020-10-27 23:59:59.999,1224513.04193800,6096,123717.88000000,517535.18463400,0,-0.06654623470865317,-0.09630532589752097
2020-10-28,4.12140000,4.17920000,3.93080000,4.05960000,359147.72000000,2020-10-28 23:59:59.999,1446616.72349300,6470,166854.28000000,672307.16741600,0,-0.06778103124706458,-0.09060046696742971
2020-10-29,4.06070000,4.10510000,3.72960000,3.77580000,422589.86000000,2020-10-29 23:59:59.999,1634343.73554500,9672,202856.69000000,783999.01811800,0,-0.09061534726722087,-0.09060344302738794
2020-10-30,3.77440000,3.82260000,3.57810000,3.72240000,850092.33000000,2020-10-30 23:59:59.999,3139921.29191900,14192,458298.05000000,1694334.61913700,0,-0.11173265643096464,-0.0948292857081033
2020-10-31,3.71160000,3.76120000,3.58760000,3.64560000,346114.94000000,2020-10-31 23:59:59.999,1268757.58993300,5536,142312.91000000,521611.37306200,0,-0.13313074587343143,-0.10248957774116893
2020-11-01,3.63550000,3.71420000,3.55210000,3.68140000,295468.18000000,2020-11-01 23:59:59.999,1075668.74943000,4647,137627.99000000,501410.06539700,0,-0.14552263081127892,-0.11109618835519093
2020-11-02,3.68510000,3.87750000,3.61450000,3.61700000,322604.28000000,2020-11-02 23:59:59.999,1196807.92325200,4773,146569.86000000,545043.18651600,0,-0.15871031694992022,-0.12061901407413679
2020-11-03,3.61740000,3.65130000,3.23680000,3.32300000,664899.75000000,2020-11-03 23:59:59.999,2257175.60509200,11493,247246.54000000,837769.84119600,0,-0.19068687655199046,-0.13463258656970753
2020-11-04,3.32990000,3.37590000,3.00000000,3.17180000,466205.93000000,2020-11-04 23:59:59.999,1474605.41632300,7338,215871.40000000,681767.36930800,0,-0.22562820528236438,-0.1528317103122389
2020-11-05,3.17360000,3.38410000,3.02110000,3.33480000,644688.78000000,2020-11-05 23:59:59.999,2097043.28514100,10486,316861.32000000,1031916.58207300,0,-0.23742977958357114,-0.16975132416650535
2020-11-06,3.33500000,3.66660000,3.31940000,3.59130000,910038.31000000,2020-11-06 23:59:59.999,3199980.72489200,14871,464885.26000000,1634658.09011700,0,-0.22350873632003143,-0.18050280659721057
